transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,year,month,sale_hour,gains
1017,05-09-2023,18:41:00,2,Female,27,Clothing,4,25,12,100,2023,9,18,Profit
1316,21-07-2023,17:11:00,1,Female,48,Clothing,2,25,11.75,50,2023,7,17,Profit
1755,23-05-2023,21:47:00,2,Female,58,Clothing,3,25,8,75,2023,5,21,Profit
28,11-12-2023,22:34:00,3,Female,43,Beauty,1,500,150,500,2023,12,22,Profit
98,09-04-2023,19:41:00,1,Female,55,Beauty,2,50,19.5,100,2023,4,19,Profit
129,17-04-2023,17:42:00,1,Female,21,Beauty,2,300,75,600,2023,4,17,Profit
230,26-03-2023,17:44:00,5,Male,54,Beauty,1,25,12.5,25,2023,3,17,Profit
613,08-05-2023,17:23:00,2,Female,52,Clothing,3,30,11.4,90,2023,5,17,Profit
691,12-05-2023,21:09:00,5,Female,51,Clothing,3,30,14.7,90,2023,5,21,Profit
693,08-06-2023,17:12:00,1,Male,41,Beauty,3,500,270,1500,2023,6,17,Profit
1028,09-03-2023,18:09:00,1,Female,43,Beauty,1,500,250,500,2023,3,18,Profit
1098,06-07-2023,22:34:00,3,Female,55,Beauty,2,50,19.5,100,2023,7,22,Profit
1129,08-09-2023,21:46:00,1,Female,21,Beauty,2,300,156,600,2023,9,21,Profit
1230,04-12-2023,21:24:00,1,Male,54,Beauty,1,25,13.25,25,2023,12,21,Profit
1613,14-12-2023,21:58:00,4,Female,52,Clothing,3,30,9.9,90,2023,12,21,Profit
1691,07-01-2023,20:01:00,1,Female,51,Clothing,3,30,13.5,90,2023,1,20,Profit
1693,20-02-2023,18:21:00,1,Male,41,Beauty,3,500,130,1500,2023,2,18,Profit
477,03-12-2023,17:24:00,3,Male,43,Clothing,4,30,16.2,120,2023,12,17,Profit
863,12-11-2023,22:40:00,4,Female,30,Electronics,2,25,11.25,50,2023,11,22,Profit
1477,08-01-2023,21:59:00,3,Male,43,Clothing,4,30,15.6,120,2023,1,21,Profit
1863,26-05-2023,22:33:00,4,Female,30,Electronics,2,25,10,50,2023,5,22,Profit
6,15-11-2023,22:16:00,2,Female,45,Beauty,1,30,15,30,2023,11,22,Profit
483,06-02-2023,17:25:00,2,Male,55,Clothing,1,30,8.4,30,2023,2,17,Profit
738,05-02-2023,18:24:00,5,Male,41,Clothing,2,50,26,100,2023,2,18,Profit
1006,29-10-2023,19:23:00,2,Female,45,Beauty,1,30,14.1,30,2023,10,19,Profit
1483,05-03-2023,19:53:00,1,Male,55,Clothing,1,30,8.7,30,2023,3,19,Profit
1738,12-11-2023,21:33:00,1,Male,41,Clothing,2,50,16,100,2023,11,21,Profit
222,07-01-2023,18:56:00,4,Male,51,Clothing,4,30,10.5,120,2023,1,18,Profit
588,18-10-2023,17:54:00,5,Male,38,Electronics,2,30,13.8,60,2023,10,17,Profit
953,02-07-2023,17:58:00,1,Male,45,Beauty,3,30,12.6,90,2023,7,17,Profit
1222,17-09-2023,18:15:00,3,Male,51,Clothing,4,30,11.1,120,2023,9,18,Profit
1588,25-06-2023,21:29:00,4,Male,38,Electronics,2,30,13.2,60,2023,6,21,Profit
1953,15-05-2023,17:34:00,3,Male,45,Beauty,3,30,10.2,90,2023,5,17,Profit
66,18-06-2023,22:49:00,3,Female,45,Electronics,1,30,9,30,2023,6,22,Profit
482,12-08-2023,18:57:00,3,Female,28,Clothing,4,300,141,1200,2023,8,18,Profit
903,27-07-2023,22:14:00,3,Female,51,Beauty,4,50,14,200,2023,7,22,Profit
1066,06-10-2023,18:11:00,4,Female,45,Electronics,1,30,8.4,30,2023,10,18,Profit
1482,10-02-2023,22:22:00,1,Female,28,Clothing,4,300,114,1200,2023,2,22,Profit
1903,27-07-2023,21:44:00,5,Female,51,Beauty,4,50,19,200,2023,7,21,Profit
102,17-04-2023,21:34:00,5,Female,47,Beauty,2,25,7.25,50,2023,4,21,Profit
228,03-04-2023,20:26:00,4,Female,59,Electronics,2,30,10.8,60,2023,4,20,Profit
236,01-04-2023,22:18:00,5,Female,54,Clothing,1,25,6.5,25,2023,4,22,Profit
1102,21-08-2023,18:04:00,5,Female,47,Beauty,2,25,6.5,50,2023,8,18,Profit
1228,24-06-2023,21:37:00,5,Female,59,Electronics,2,30,11.4,60,2023,6,21,Profit
1236,09-08-2023,18:19:00,4,Female,54,Clothing,1,25,8.75,25,2023,8,18,Profit
660,29-07-2023,18:46:00,2,Female,38,Beauty,2,500,270,1000,2023,7,18,Profit
884,18-02-2023,20:31:00,1,Female,26,Clothing,2,30,7.5,60,2023,2,20,Profit
987,08-11-2023,18:45:00,1,Female,30,Clothing,3,300,165,900,2023,11,18,Profit
1660,23-09-2023,20:27:00,2,Female,38,Beauty,2,500,160,1000,2023,9,20,Profit
1884,09-07-2023,21:45:00,2,Female,26,Clothing,2,30,11.4,60,2023,7,21,Profit
1987,26-05-2023,18:18:00,2,Female,30,Clothing,3,300,129,900,2023,5,18,Profit
18,06-09-2023,19:13:00,5,Female,47,Electronics,2,25,12.5,50,2023,9,19,Profit
69,14-11-2023,22:44:00,1,Female,56,Beauty,3,25,8.5,75,2023,11,22,Profit
995,04-03-2023,22:38:00,4,Female,41,Clothing,1,30,9.9,30,2023,3,22,Profit
1018,06-07-2023,19:13:00,4,Female,47,Electronics,2,25,13,50,2023,7,19,Profit
1069,13-10-2023,19:05:00,2,Female,56,Beauty,3,25,6.75,75,2023,10,19,Profit
1995,10-12-2023,22:18:00,5,Female,41,Clothing,1,30,14.7,30,2023,12,22,Profit
337,22-08-2023,17:56:00,1,Male,38,Clothing,1,500,275,500,2023,8,17,Profit
585,06-06-2023,21:49:00,3,Female,24,Clothing,1,25,13.75,25,2023,6,21,Profit
652,31-10-2023,17:05:00,4,Female,34,Beauty,2,50,20.5,100,2023,10,17,Profit
1337,21-07-2023,19:56:00,2,Male,38,Clothing,1,500,225,500,2023,7,19,Profit
1585,05-10-2023,20:00:00,2,Female,24,Clothing,1,25,7.25,25,2023,10,20,Profit
1652,16-11-2023,20:00:00,2,Female,34,Beauty,2,50,20.5,100,2023,11,20,Profit
242,01-10-2023,18:28:00,1,Male,21,Clothing,1,25,8,25,2023,10,18,Profit
293,27-05-2023,19:04:00,4,Male,50,Electronics,3,30,9.6,90,2023,5,19,Profit
460,01-05-2023,23:00:00,2,Male,40,Beauty,1,50,19,50,2023,5,23,Profit
1242,27-11-2023,18:32:00,5,Male,21,Clothing,1,25,11.25,25,2023,11,18,Profit
1293,01-07-2023,18:52:00,3,Male,50,Electronics,3,30,14.1,90,2023,7,18,Profit
1460,25-01-2023,19:42:00,4,Male,40,Beauty,1,50,22,50,2023,1,19,Profit
188,31-08-2023,18:50:00,3,Male,40,Clothing,3,25,8.5,75,2023,8,18,Profit
357,18-05-2023,18:57:00,4,Female,40,Electronics,3,25,7.5,75,2023,5,18,Profit
646,26-05-2023,21:02:00,3,Male,38,Clothing,3,30,13.5,90,2023,5,21,Profit
749,26-07-2023,20:33:00,2,Male,42,Beauty,1,30,8.4,30,2023,7,20,Profit
974,28-12-2023,18:39:00,3,Male,47,Beauty,1,30,11.7,30,2023,12,18,Profit
1188,04-06-2023,22:43:00,2,Male,40,Clothing,3,25,10.75,75,2023,6,22,Profit
1357,20-03-2023,19:14:00,3,Female,40,Electronics,3,25,11.5,75,2023,3,19,Profit
1646,18-01-2023,19:43:00,1,Male,38,Clothing,3,30,15.6,90,2023,1,19,Profit
1749,07-05-2023,19:55:00,2,Male,42,Beauty,1,30,9,30,2023,5,19,Profit
1974,19-02-2023,20:20:00,3,Male,47,Beauty,1,30,12.9,30,2023,2,20,Profit
190,25-01-2023,17:56:00,2,Female,60,Beauty,3,30,10.5,90,2023,1,17,Profit
849,25-06-2023,19:33:00,5,Male,32,Clothing,2,25,12.5,50,2023,6,19,Profit
853,14-05-2023,22:29:00,3,Male,21,Beauty,2,500,155,1000,2023,5,22,Profit
1190,29-09-2023,21:00:00,4,Female,60,Beauty,3,30,10.8,90,2023,9,21,Profit
1849,21-07-2023,22:42:00,1,Male,32,Clothing,2,25,12,50,2023,7,22,Profit
1853,29-05-2023,18:39:00,2,Male,21,Beauty,2,500,190,1000,2023,5,18,Profit
252,05-05-2023,17:37:00,1,Male,54,Electronics,1,300,84,300,2023,5,17,Profit
606,13-06-2023,20:19:00,2,Male,22,Electronics,1,50,19.5,50,2023,6,20,Profit
779,15-05-2023,19:19:00,3,Female,56,Electronics,2,500,155,1000,2023,5,19,Profit
824,25-02-2023,19:10:00,3,Male,63,Clothing,4,30,9.3,120,2023,2,19,Profit
866,06-07-2023,18:16:00,4,Male,24,Electronics,1,50,22.5,50,2023,7,18,Profit
1252,30-12-2023,20:18:00,5,Male,54,Electronics,1,300,117,300,2023,12,20,Profit
1606,19-10-2023,19:52:00,2,Male,22,Electronics,1,50,26.5,50,2023,10,19,Profit
1779,02-01-2023,19:45:00,3,Female,56,Electronics,2,500,190,1000,2023,1,19,Profit
1824,24-01-2023,20:19:00,4,Male,63,Clothing,4,30,12.6,120,2023,1,20,Profit
1866,17-08-2023,22:38:00,5,Male,24,Electronics,1,50,20,50,2023,8,22,Profit
5,05-09-2023,22:10:00,3,Male,30,Beauty,2,50,24,100,2023,9,22,Profit
90,10-09-2023,17:53:00,3,Female,51,Electronics,1,30,13.5,30,2023,9,17,Profit
380,30-08-2023,22:26:00,2,Male,56,Electronics,2,300,102,600,2023,8,22,Profit
593,18-01-2023,22:05:00,2,Male,35,Electronics,2,30,13.2,60,2023,1,22,Profit
820,17-02-2023,22:49:00,1,Male,49,Electronics,4,50,24,200,2023,2,22,Profit
1005,12-08-2023,20:38:00,2,Male,30,Beauty,2,50,17.5,100,2023,8,20,Profit
1090,18-02-2023,19:54:00,4,Female,51,Electronics,1,30,7.5,30,2023,2,19,Profit
1380,09-02-2023,19:45:00,3,Male,56,Electronics,2,300,159,600,2023,2,19,Profit
1593,24-02-2023,22:39:00,5,Male,35,Electronics,2,30,14.4,60,2023,2,22,Profit
1820,13-05-2023,21:31:00,1,Male,49,Electronics,4,50,22,200,2023,5,21,Profit
120,31-03-2023,19:35:00,4,Male,60,Beauty,1,50,12.5,50,2023,3,19,Profit
221,27-11-2023,21:01:00,3,Male,39,Beauty,2,300,111,600,2023,11,21,Profit
341,20-01-2023,17:06:00,5,Male,31,Clothing,4,50,18.5,200,2023,1,17,Profit
640,25-12-2023,20:05:00,3,Female,51,Electronics,4,30,12.6,120,2023,12,20,Profit
744,23-05-2023,18:02:00,1,Male,40,Electronics,1,25,6.5,25,2023,5,18,Profit
1120,02-03-2023,19:32:00,4,Male,60,Beauty,1,50,26.5,50,2023,3,19,Profit
1221,14-09-2023,22:57:00,5,Male,39,Beauty,2,300,114,600,2023,9,22,Profit
1341,30-01-2023,22:10:00,1,Male,31,Clothing,4,50,21,200,2023,1,22,Profit
1640,10-06-2023,19:44:00,5,Female,51,Electronics,4,30,14.1,120,2023,6,19,Profit
1744,07-07-2023,21:49:00,4,Male,40,Electronics,1,25,8.75,25,2023,7,21,Profit
273,26-09-2023,20:24:00,1,Female,22,Beauty,1,50,14.5,50,2023,9,20,Profit
283,01-06-2023,20:08:00,3,Female,18,Electronics,1,500,165,500,2023,6,20,Profit
452,30-01-2023,22:41:00,4,Female,48,Clothing,3,500,240,1500,2023,1,22,Profit
469,21-03-2023,19:24:00,4,Male,18,Beauty,3,25,8.75,75,2023,3,19,Profit
620,06-11-2023,20:59:00,4,Male,63,Electronics,3,25,7,75,2023,11,20,Profit
946,08-08-2023,20:15:00,2,Male,62,Electronics,4,500,235,2000,2023,8,20,Profit
1273,20-06-2023,20:39:00,1,Female,22,Beauty,1,50,25.5,50,2023,6,20,Profit
1283,14-10-2023,20:15:00,1,Female,18,Electronics,1,500,130,500,2023,10,20,Profit
1452,06-08-2023,17:41:00,3,Female,48,Clothing,3,500,185,1500,2023,8,17,Profit
1469,08-12-2023,17:22:00,3,Male,18,Beauty,3,25,12.5,75,2023,12,17,Profit
1620,03-02-2023,22:48:00,5,Male,63,Electronics,3,25,7.75,75,2023,2,22,Profit
1946,27-07-2023,20:48:00,5,Male,62,Electronics,4,500,165,2000,2023,7,20,Profit
148,03-07-2023,20:39:00,5,Male,18,Clothing,2,30,9.9,60,2023,7,20,Profit
414,10-05-2023,19:40:00,1,Male,48,Beauty,4,25,9.75,100,2023,5,19,Profit
883,20-08-2023,20:43:00,5,Male,40,Electronics,1,500,245,500,2023,8,20,Profit
1148,11-08-2023,22:04:00,2,Male,18,Clothing,2,30,10.8,60,2023,8,22,Profit
1414,22-11-2023,21:28:00,4,Male,48,Beauty,4,25,11.25,100,2023,11,21,Profit
1883,20-09-2023,17:54:00,3,Male,40,Electronics,1,500,200,500,2023,9,17,Profit
731,30-09-2023,18:49:00,1,Male,54,Clothing,4,500,165,2000,2023,9,18,Profit
930,12-01-2023,17:54:00,1,Male,54,Clothing,4,50,26,200,2023,1,17,Profit
1731,19-12-2023,17:41:00,3,Male,54,Clothing,4,500,195,2000,2023,12,17,Profit
1930,21-12-2023,19:58:00,5,Male,54,Clothing,4,50,13,200,2023,12,19,Profit
518,31-07-2023,17:01:00,2,Female,40,Clothing,1,30,16.2,30,2023,7,17,Profit
1518,18-05-2023,20:03:00,3,Female,40,Clothing,1,30,12.6,30,2023,5,20,Profit
758,23-04-2023,18:30:00,1,Male,64,Clothing,4,25,6.75,100,2023,4,18,Profit
1758,22-07-2023,18:19:00,3,Male,64,Clothing,4,25,7.5,100,2023,7,18,Profit
639,01-08-2023,19:47:00,4,Female,62,Beauty,4,50,26.5,200,2023,8,19,Profit
838,30-09-2023,21:20:00,1,Male,47,Electronics,2,300,153,600,2023,9,21,Profit
1639,20-12-2023,18:13:00,5,Female,62,Beauty,4,50,24,200,2023,12,18,Profit
1838,28-06-2023,17:06:00,4,Male,47,Electronics,2,300,102,600,2023,6,17,Profit
353,18-03-2023,21:35:00,5,Male,31,Electronics,1,500,270,500,2023,3,21,Profit
501,28-06-2023,20:21:00,2,Male,39,Electronics,2,30,9,60,2023,6,20,Profit
721,23-06-2023,17:10:00,5,Female,52,Clothing,1,500,145,500,2023,6,17,Profit
1353,04-09-2023,21:59:00,3,Male,31,Electronics,1,500,235,500,2023,9,21,Profit
1501,31-01-2023,18:00:00,1,Male,39,Electronics,2,30,13.5,60,2023,1,18,Profit
1721,21-01-2023,22:42:00,3,Female,52,Clothing,1,500,215,500,2023,1,22,Profit
123,11-08-2023,19:00:00,3,Female,40,Electronics,2,30,11.7,60,2023,8,19,Profit
164,28-02-2023,18:26:00,3,Female,47,Beauty,3,500,185,1500,2023,2,18,Profit
425,11-06-2023,18:28:00,2,Female,55,Electronics,4,30,15.6,120,2023,6,18,Profit
1123,11-12-2023,21:04:00,1,Female,40,Electronics,2,30,10.8,60,2023,12,21,Profit
1164,07-04-2023,20:53:00,1,Female,47,Beauty,3,500,245,1500,2023,4,20,Profit
1425,02-12-2023,22:15:00,1,Female,55,Electronics,4,30,10.2,120,2023,12,22,Profit
48,06-10-2023,17:34:00,2,Male,54,Electronics,3,300,123,900,2023,10,17,Profit
118,13-03-2023,20:07:00,3,Female,30,Electronics,4,500,270,2000,2023,3,20,Profit
203,12-03-2023,21:33:00,4,Male,56,Clothing,2,500,175,1000,2023,3,21,Profit
305,22-03-2023,22:09:00,4,Female,18,Beauty,1,30,14.4,30,2023,3,22,Profit
358,12-10-2023,18:32:00,4,Female,32,Beauty,1,300,132,300,2023,10,18,Profit
376,29-01-2023,18:21:00,4,Female,64,Beauty,1,30,12,30,2023,1,18,Profit
398,23-02-2023,21:17:00,5,Female,48,Clothing,2,300,114,600,2023,2,21,Profit
411,25-07-2023,20:04:00,3,Male,62,Electronics,4,50,24.5,200,2023,7,20,Profit
504,31-03-2023,18:07:00,4,Female,38,Beauty,3,50,22,150,2023,3,18,Profit
970,25-05-2023,18:13:00,2,Male,59,Electronics,4,500,220,2000,2023,5,18,Profit
996,03-07-2023,17:38:00,2,Male,62,Clothing,1,50,13.5,50,2023,7,17,Profit
1048,12-07-2023,19:14:00,3,Male,54,Electronics,3,300,93,900,2023,7,19,Profit
1118,13-10-2023,17:24:00,1,Female,30,Electronics,4,500,170,2000,2023,10,17,Profit
1203,26-11-2023,18:36:00,2,Male,56,Clothing,2,500,145,1000,2023,11,18,Profit
1305,05-04-2023,18:24:00,5,Female,18,Beauty,1,30,7.8,30,2023,4,18,Profit
1358,04-05-2023,21:40:00,5,Female,32,Beauty,1,300,156,300,2023,5,21,Profit
1376,15-07-2023,19:49:00,3,Female,64,Beauty,1,30,9.9,30,2023,7,19,Profit
1398,19-07-2023,17:20:00,1,Female,48,Clothing,2,300,120,600,2023,7,17,Profit
1411,24-11-2023,20:27:00,1,Male,62,Electronics,4,50,26,200,2023,11,20,Profit
1504,25-01-2023,17:01:00,4,Female,38,Beauty,3,50,25.5,150,2023,1,17,Profit
1970,22-05-2023,17:44:00,5,Male,59,Electronics,4,500,230,2000,2023,5,17,Profit
1996,07-12-2023,18:49:00,2,Male,62,Clothing,1,50,25,50,2023,12,18,Profit
81,07-06-2023,22:48:00,4,Male,40,Electronics,1,50,14.5,50,2023,6,22,Profit
155,18-07-2023,18:05:00,3,Male,31,Electronics,4,500,150,2000,2023,7,18,Profit
470,26-12-2023,18:58:00,4,Female,57,Clothing,2,500,165,1000,2023,12,18,Profit
1081,27-06-2023,22:23:00,5,Male,40,Electronics,1,50,17,50,2023,6,22,Profit
1155,03-12-2023,18:22:00,3,Male,31,Electronics,4,500,255,2000,2023,12,18,Profit
1470,26-06-2023,19:47:00,1,Female,57,Clothing,2,500,165,1000,2023,6,19,Profit
106,17-05-2023,18:58:00,1,Female,46,Clothing,1,50,15,50,2023,5,18,Profit
818,29-05-2023,18:56:00,4,Male,30,Electronics,1,500,265,500,2023,5,18,Profit
1106,12-08-2023,17:50:00,3,Female,46,Clothing,1,50,14,50,2023,8,17,Profit
1818,20-09-2023,17:29:00,4,Male,30,Electronics,1,500,150,500,2023,9,17,Profit
94,13-03-2023,22:39:00,5,Female,47,Beauty,2,500,250,1000,2023,3,22,Profit
811,15-04-2023,18:34:00,2,Male,61,Beauty,2,25,6.75,50,2023,4,18,Profit
881,21-12-2023,20:52:00,4,Male,22,Electronics,1,300,99,300,2023,12,20,Profit
1094,15-06-2023,20:34:00,1,Female,47,Beauty,2,500,210,1000,2023,6,20,Profit
1811,09-12-2023,21:58:00,5,Male,61,Beauty,2,25,8.5,50,2023,12,21,Profit
1881,11-07-2023,17:23:00,5,Male,22,Electronics,1,300,147,300,2023,7,17,Profit
403,22-04-2023,19:31:00,5,Male,32,Clothing,2,300,78,600,2023,4,19,Profit
653,25-11-2023,22:53:00,3,Male,54,Clothing,3,25,9.25,75,2023,11,22,Profit
694,30-06-2023,17:47:00,3,Female,39,Electronics,2,25,10,50,2023,6,17,Profit
1403,25-03-2023,18:20:00,4,Male,32,Clothing,2,300,162,600,2023,3,18,Profit
1653,23-07-2023,19:34:00,2,Male,54,Clothing,3,25,12.75,75,2023,7,19,Profit
1694,10-01-2023,19:22:00,4,Female,39,Electronics,2,25,9.75,50,2023,1,19,Profit
4,27-08-2023,18:12:00,3,Male,37,Clothing,1,500,200,500,2023,8,18,Profit
647,01-03-2023,19:53:00,5,Male,59,Clothing,3,500,190,1500,2023,3,19,Profit
911,15-07-2023,17:29:00,3,Male,42,Electronics,3,300,84,900,2023,7,17,Profit
1004,11-01-2023,21:46:00,2,Male,37,Clothing,1,500,230,500,2023,1,21,Profit
1647,01-05-2023,20:26:00,5,Male,59,Clothing,3,500,240,1500,2023,5,20,Profit
1911,13-12-2023,18:33:00,4,Male,42,Electronics,3,300,75,900,2023,12,18,Profit
419,31-03-2023,19:18:00,5,Female,44,Clothing,3,30,11.7,90,2023,3,19,Profit
642,04-05-2023,21:40:00,1,Female,54,Clothing,4,25,12,100,2023,5,21,Profit
843,25-01-2023,22:46:00,3,Male,21,Beauty,3,500,180,1500,2023,1,22,Profit
895,31-08-2023,21:51:00,3,Female,55,Clothing,4,30,14.4,120,2023,8,21,Profit
1419,05-02-2023,18:42:00,3,Female,44,Clothing,3,30,9.3,90,2023,2,18,Profit
1642,27-12-2023,18:30:00,4,Female,54,Clothing,4,25,11.5,100,2023,12,18,Profit
1843,21-09-2023,18:58:00,1,Male,21,Beauty,3,500,240,1500,2023,9,18,Profit
1895,27-03-2023,20:59:00,4,Female,55,Clothing,4,30,15.3,120,2023,3,20,Profit
31,31-12-2023,17:47:00,3,Male,44,Electronics,4,300,129,1200,2023,12,17,Profit
37,26-05-2023,22:42:00,2,Female,18,Beauty,3,25,8.75,75,2023,5,22,Profit
72,06-12-2023,19:19:00,5,Female,20,Electronics,4,500,195,2000,2023,12,19,Profit
243,24-06-2023,18:02:00,5,Female,47,Electronics,3,300,156,900,2023,6,18,Profit
281,18-09-2023,20:09:00,4,Female,29,Beauty,4,500,275,2000,2023,9,20,Profit
489,31-10-2023,22:01:00,1,Male,44,Electronics,1,30,14.4,30,2023,10,22,Profit
491,30-12-2023,21:11:00,4,Female,60,Electronics,3,300,78,900,2023,12,21,Profit
729,26-08-2023,22:29:00,3,Male,29,Clothing,4,300,84,1200,2023,8,22,Profit
822,16-02-2023,17:39:00,3,Female,52,Beauty,3,50,13.5,150,2023,2,17,Profit
1031,12-11-2023,21:15:00,3,Male,44,Electronics,4,300,126,1200,2023,11,21,Profit
1037,17-10-2023,17:38:00,2,Female,18,Beauty,3,25,11.5,75,2023,10,17,Profit
1072,24-02-2023,18:10:00,4,Female,20,Electronics,4,500,180,2000,2023,2,18,Profit
1243,08-12-2023,17:11:00,4,Female,47,Electronics,3,300,138,900,2023,12,17,Profit
1281,14-03-2023,19:34:00,4,Female,29,Beauty,4,500,165,2000,2023,3,19,Profit
1489,28-04-2023,18:30:00,2,Male,44,Electronics,1,30,10.5,30,2023,4,18,Profit
1491,26-05-2023,22:14:00,107,Female,60,Electronics,3,300,129,900,2023,5,22,Profit
1729,22-11-2023,18:55:00,82,Male,29,Clothing,4,300,81,1200,2023,11,18,Profit
1822,09-09-2023,17:15:00,15,Female,52,Beauty,3,50,21,150,2023,9,17,Profit
840,01-07-2023,18:59:00,60,Male,62,Clothing,2,25,11.75,50,2023,7,18,Profit
1840,12-05-2023,20:22:00,138,Male,62,Clothing,2,25,11,50,2023,5,20,Profit
404,13-02-2023,19:55:00,59,Male,46,Electronics,2,500,160,1000,2023,2,19,Profit
899,22-05-2023,21:34:00,147,Male,26,Clothing,2,300,153,600,2023,5,21,Profit
990,29-03-2023,21:45:00,68,Female,58,Beauty,2,500,235,1000,2023,3,21,Profit
1404,20-08-2023,18:15:00,155,Male,46,Electronics,2,500,185,1000,2023,8,18,Profit
1899,03-05-2023,21:03:00,51,Male,26,Clothing,2,300,99,600,2023,5,21,Profit
1990,22-11-2023,17:02:00,48,Female,58,Beauty,2,500,155,1000,2023,11,17,Profit
382,14-07-2023,21:20:00,29,Female,53,Clothing,2,500,245,1000,2023,7,21,Profit
578,05-12-2023,22:42:00,68,Female,54,Clothing,4,30,9.3,120,2023,12,22,Profit
923,10-06-2023,17:20:00,62,Male,32,Beauty,3,300,165,900,2023,6,17,Profit
1382,20-05-2023,18:13:00,139,Female,53,Clothing,2,500,185,1000,2023,5,18,Profit
1578,20-11-2023,18:43:00,66,Female,54,Clothing,4,30,12,120,2023,11,18,Profit
1923,03-04-2022,17:38:00,74,Male,32,Beauty,3,300,159,900,2022,4,17,Profit
307,11-11-2022,22:54:00,32,Female,26,Electronics,2,25,8.5,50,2022,11,22,Profit
561,29-07-2022,17:04:00,34,Female,64,Clothing,4,500,250,2000,2022,7,17,Profit
651,28-09-2023,21:02:00,30,Male,51,Clothing,3,50,26,150,2023,9,21,Profit
1307,29-01-2022,22:11:00,68,Female,26,Electronics,2,25,11.75,50,2022,1,22,Profit
1561,17-09-2023,19:38:00,16,Female,64,Clothing,4,500,170,2000,2023,9,19,Profit
1651,04-12-2022,21:29:00,155,Male,51,Clothing,3,50,23.5,150,2022,12,21,Profit
988,05-08-2022,18:41:00,85,Female,63,Clothing,3,25,8,75,2022,8,18,Profit
1988,30-11-2023,18:47:00,144,Female,63,Clothing,3,25,7.25,75,2023,11,18,Profit
67,19-08-2023,20:19:00,119,Female,48,Beauty,4,300,129,1200,2023,8,20,Profit
1067,03-10-2023,17:01:00,105,Female,48,Beauty,4,300,129,1200,2023,10,17,Profit
915,11-10-2023,19:06:00,95,Female,26,Beauty,3,30,12.9,90,2023,10,19,Profit
985,13-06-2023,22:33:00,113,Female,19,Electronics,2,25,9,50,2023,6,22,Profit
1915,10-07-2023,22:50:00,53,Female,26,Beauty,3,30,9.3,90,2023,7,22,Profit
1985,31-03-2023,20:15:00,113,Female,19,Electronics,2,25,9.75,50,2023,3,20,Profit
56,27-12-2022,19:37:00,97,Female,26,Clothing,3,300,120,900,2022,12,19,Profit
159,10-11-2022,21:30:00,42,Male,26,Clothing,4,50,23.5,200,2022,11,21,Profit
862,11-12-2022,21:37:00,29,Male,28,Electronics,4,300,78,1200,2022,12,21,Profit
1056,17-04-2022,19:46:00,54,Female,26,Clothing,3,300,114,900,2022,4,19,Profit
1159,02-04-2023,18:08:00,41,Male,26,Clothing,4,50,18,200,2023,4,18,Profit
1862,06-02-2022,22:50:00,64,Male,28,Electronics,4,300,165,1200,2022,2,22,Profit
315,03-07-2023,18:53:00,122,Male,47,Clothing,2,30,15,60,2023,7,18,Profit
545,19-12-2023,17:18:00,61,Male,27,Clothing,2,25,8.25,50,2023,12,17,Profit
902,14-02-2022,17:16:00,108,Female,54,Beauty,1,50,21.5,50,2022,2,17,Profit
1315,31-08-2022,20:52:00,14,Male,47,Clothing,2,30,12.9,60,2022,8,20,Profit
1545,15-07-2023,18:21:00,16,Male,27,Clothing,2,25,8.25,50,2023,7,18,Profit
1902,21-12-2022,17:12:00,97,Female,54,Beauty,1,50,14,50,2022,12,17,Profit
170,21-09-2023,20:46:00,125,Female,25,Clothing,2,25,12.5,50,2023,9,20,Profit
685,04-07-2023,22:15:00,90,Male,57,Electronics,2,25,7.75,50,2023,7,22,Profit
958,01-01-2022,21:14:00,116,Male,62,Electronics,2,25,11,50,2022,1,21,Profit
1170,06-01-2023,17:13:00,96,Female,25,Clothing,2,25,8,50,2023,1,17,Profit
1685,20-04-2022,20:32:00,76,Male,57,Electronics,2,25,8.75,50,2022,4,20,Profit
1958,27-11-2022,19:19:00,125,Male,62,Electronics,2,25,11.75,50,2022,11,19,Profit
363,23-05-2022,22:51:00,92,Male,64,Beauty,1,25,13.5,25,2022,5,22,Profit
394,19-08-2022,19:27:00,105,Female,27,Clothing,1,500,165,500,2022,8,19,Profit
537,01-10-2023,18:07:00,98,Female,21,Beauty,1,500,275,500,2023,10,18,Profit
1363,04-07-2023,20:27:00,33,Male,64,Beauty,1,25,7.75,25,2023,7,20,Profit
1394,17-04-2022,20:06:00,14,Female,27,Clothing,1,500,250,500,2022,4,20,Profit
1537,29-11-2022,17:57:00,116,Female,21,Beauty,1,500,140,500,2022,11,17,Profit
387,26-01-2023,21:58:00,118,Male,44,Beauty,1,30,9,30,2023,1,21,Profit
556,05-02-2022,17:37:00,42,Female,18,Electronics,1,50,12.5,50,2022,2,17,Profit
782,13-04-2022,21:51:00,71,Male,59,Clothing,3,300,150,900,2022,4,21,Profit
906,19-07-2022,17:55:00,6,Female,20,Clothing,1,50,17,50,2022,7,17,Profit
1387,26-07-2022,17:48:00,37,Male,44,Beauty,1,30,15.6,30,2022,7,17,Profit
1556,17-05-2023,19:13:00,35,Female,18,Electronics,1,50,22.5,50,2023,5,19,Profit
1782,07-04-2023,20:23:00,116,Male,59,Clothing,3,300,141,900,2023,4,20,Profit
